169,"每日击败100个玩家（{0}/{1}）"
170,"每日击败200个玩家（{0}/{1}）"
171,"每日击败300个玩家（{0}/{1}）"
172,"每周登录1天（{0}/{1}）"
173,"每周登录2天（{0}/{1}）"
174,"每周登录3天（{0}/{1}）"
175,"每周登录4天（{0}/{1}）"
176,"每周登录5天（{0}/{1}）"
177,"每周登录6天（{0}/{1}）"
178,"每周登录7天（{0}/{1}）"
179,"烟雾拖尾"
180,"粒子拖尾"
181,"光束拖尾"
182,"水拖尾"
183,"火焰拖尾"
184,"雷拖尾"
185,"彩虹拖尾"
186,"胎印拖尾"
187,"螺丝钉拖尾"
188,"足球拖尾"
189,"糖果拖尾"
190,"奖杯拖尾"
191,"皇冠拖尾"
192,"爱心拖尾"
193,"骷髅拖尾"
194,"香蕉拖尾"
195,"雷电拖尾"
196,"雪花拖尾"
197,"2023拖尾"
198,"爆竹拖尾"
199,"烟花拖尾"
200,"礼物拖尾"
201,"钞票拖尾"
202,"泡泡拖尾"
203,"彩带拖尾"
204,"便便拖尾"
205,"枫叶拖尾"
206,"六芒星拖尾"
207,"蝴蝶拖尾"
208,"冰淇淋拖尾"
209,"鸟拖尾"
210,"蝙蝠拖尾"
211,"祥云拖尾"
212,"爪印"
213,"今日在线时长不足30分钟("
214,"免费领取"
215,"领取成功"
216,"\n(星期"
217,"昨日奖励"
218,"明日奖励"
219,"今日奖励"
220,"星期"
221,"奖励"
222,"步枪"
223,"已在线 "
224,"/30(分钟)"
225,"已领取"
226,"今天星期"
227,"不能领取星期"
228,"的奖励"
229,"获取失败，请重试"
230,"关闭("
231,"免费领取${GlobalData.addCoin}金币"
232,"免费领取${GlobalData.addDiamond}个钻石"
233,"花费"
234,"金币"
235,"钻石"
236,"${bullet} / 无限"
237,"看广告免费试穿"
238,"免费试穿"
239,"试穿成功"
240,"ID无效"
241,"连续消灭2人！势不可当！"
242,"连续消灭3人！勇冠三军！"
243,"连续消灭4人！无人能敌！"
244,"连续消灭5人！横扫千军！"
245,"连续消灭6人！接近神了！"
246,"连续消灭7人！超越神了！"
247,"连续消灭"
248,"人！超越神了！"
249," 击败了 "
250,"你已被 "
251," 击败"
252,"击败 "
253," 完成复仇"
254,"潜伏者：第"
255,"保卫者：第"
256,"名"
257,"免费试穿好友的角色形象"
258,"请输入好友角色ID"
259,"复制成功"
260,"加载中"
261,"点的太快啦"
262,"奖励翻倍\n最大生命值提高到 + "
263,"免费提高"
264,"60秒内不可重置位置"
265,"是否重置位置"
266,"是"
267,"否"
268,"不要攻击队友!"
269,"\n免费使用一局"
270,"免费使用"
271,"爱玩游戏的小胖子："
272,"全服前${GlobalData.maxWorldRankCount}名"
273,"购买成功"
274,"变身状态不可打开商店"
275,"金币不足"
276,"钻石不足"
277,"穿戴中"
278,"皮肤成功穿戴"
279,"尾迹成功穿戴"
280,"正在预览"
281,"<size=80>确认花费</size>\n"
282,"</color></size><size=80>金币</size>"
283,"是否立即使用"
284,"</color></size><size=80>钻石</size>"
285,"已获得"
286,"未获得"
287,"出错啦"
288,"限时"
289,"伤害:"
290,"子弹:"
291,"剩余: "
292,"小时"
293,"天"
294,"切换失败,你已在"
295,"红队"
296,"蓝队"
297,"切换队伍成功"
298,"切换失败,此队已满"
299,"切换失败,人数不平等"
300,"已在此队"
301,"不能频繁切换队伍，10秒后再试"
302,"前往 枪战躲猫猫-私人别墅"
303,"前往"
304,"不存在这份存档，可能是新玩家"
305,"模板埋点"
306,"一二三四五六日"
307,"网络卡顿、再试一次吧"
308,"成功获得奖励"
309,"广告没准备好，或后台还有广告在放"
310,"张吉惟"
311,"林国瑞"
312,"林玫书"
313,"林雅南"
314,"江奕云"
315,"刘柏宏"
316,"阮建安"
317,"林子帆"
318,"夏志豪"
319,"吉茹定"
320,"李中冰"
321,"谢彦文"
322,"傅智翔"
323,"洪振霞"
324,"刘姿婷"
325,"荣姿康"
326,"吕致盈"
327,"方一强"
328,"黎芸贵"
329,"郑伊雯"
330,"雷进宝"
331,"吴美隆"
332,"吴心真"
333,"王美珠"
334,"郭芳天"
335,"李雅惠"
336,"陈文婷"
337,"曹敏侑"
338,"王依婷"
339,"陈婉璇"
340,"吴美玉"
341,"蔡依婷"
342,"郑昌梦"
343,"林家纶"
344,"黄丽昆"
345,"李育泉"
346,"黄芸欢"
347,"吴韵如"
348,"李肇芬"
349,"卢木仲"
350,"李成白"
351,"方兆玉"
352,"刘翊惠"
353,"丁汉臻"
354,"吴佳瑞"
355,"舒绿珮"
356,"周白芷"
357,"张姿妤"
358,"张虹伦"
359,"周琼玫"
360,"倪怡芳"
361,"郭贵妃"
362,"杨佩芳"
363,"黄盛玫"
364,"郑丽青"
365,"许智云"
366,"张孟涵"
367,"李小爱"
368,"王恩龙"
369,"朱政廷"
370,"邓诗涵"
371,"陈政倩"
372,"吴俊伯"
373,"阮馨学"
374,"翁惠珠"
375,"吴思翰"
376,"林佩玲"
377,"邓海来"
378,"陈翊依"
379,"李建智"
380,"武淑芬"
381,"金雅琪"
382,"赖怡宜"
383,"黄育霖"
384,"张仪湖"
385,"王俊民"
386,"张诗刚"
387,"林慧颖"
388,"沈俊君"
389,"陈淑妤"
390,"李姿伶"
391,"高咏钰"
392,"黄彦宜"
393,"周孟儒"
394,"潘欣臻"
395,"李祯韵"
396,"叶洁启"
397,"梁哲宇"
398,"黄晓萍"
399,"杨雅萍"
400,"卢志铭"
401,"张茂以"
402,"林婉婷"
403,"蔡宜芸"
404,"林珮瑜"
405,"黄柏仪"
406,"周逸珮"
407,"夏雅惠"
408,"王采珮"
409,"林孟霖"
410,"林竹水"
411,"王怡乐"
412,"王爱乐"
413,"金佳蓉"
414,"韩健毓"
415,"李士杰"
416,"陈董珍"
417,"苏姿婷"
418,"张政霖"
419,"李志宏"
420,"陈素达"
421,"陈虹荣"
422,"何美玲"
423,"李仪琳"
424,"张俞幸"
425,"黄秋萍"
426,"潘吉维"
427,"一"
428,"二"
429,"三"
430,"四"
431,"五"
432,"六"
433,"七"
434,"八"
435,"九"
436,"十"
437,"百"
438,"千"
439,"万"
440,"亿"
441,"零"
